job_id,source,title,company,matched_skills,description_summary
li_4426704792,linkedin,Software Developer/ Data Engineer,Stoa Group,"[""Backend Development"", ""Process Optimization"", ""SQL""]","ABOUT THE ROLE We're looking for a Software Developer / Data Engineer to help build and support the technology platform that powers our business. You'll work closely with the Data & Technology team to build new capabilities, improve existing systems, automate business processes, and create scalable solutions as the company continues to grow. You'll work closely with the people who use what you build and gain exposure to operations, accounting, construction, development, and asset management. -..."
li_4407175659,linkedin,Applied AI Engineer,Rillet,"[""AI Application"", ""ERP"", ""Java/Python"", ""Machine Learning""]","But you do need to appreciate the value that our customers can create for their own company when we equip them with the perfect financial tools. Who We Need As an Applied AI Engineer on Rillet's AI & ML team, you'll design and ship production AI systems that transform how finance and accounting teams operate. This team sits at the intersection of LLMs, ERP workflows, and financial data, building the intelligence layer that makes Rillet fundamentally different from legacy ERP."
li_4432362563,linkedin,"Software Engineer, Platform [33153]",Stealth Startup,[],"We work with urgency and intellectual honesty and expect new team members to match our velocity. If you're energized by the idea of a small team doing things that feel impossible, let’s build together. The Platform engineering team owns the question, “How can the companny help our customers embrace change?” You’ll work on highly-leveraged features that enable organizations to work with company's simulation technology and partner with the Research team to advance its impact across our customers."
li_4363776150,linkedin,Software Engineer - TypeScript,Rollstack,"[""Algorithm Design"", ""Backend Development"", ""CI/CD"", ""Dashboard & Reporting"", ""Data Structure"", ""Web Framework""]","At Rollstack, we are revolutionizing the way businesses share and communicate data and insights. Our team operates with speed and focus to deliver outsized impacts for our customers. About The Role As a Software Engineer at Rollstack, you’ll build core features that automate how companies share data through slides and documents."
li_4429442121,linkedin,Software Engineer 2,HOLT Group,"[""Agile/Scrum"", ""Change Management"", ""Classification"", ""ETL Process"", ""Linux Administration"", ""Risk Management"", ""SQL"", ""Version Control"", ""Web Services""]","Plays a crucial role as a technical representative for various initiatives, ensuring that stakeholder satisfaction and business value are achieved through effective technology solutions. Closely collaborate with stakeholders, including Project Managers, Scrum Masters, Solution Delivery Analysts, Product Managers, and Development Teams, to support risk management activities related to project scope. Establish a relationship built on trust, transparency, and collaboration with both business..."
li_4432902781,linkedin,"Full Stack Software Engineer, API Experience",OpenAI,"[""AI Application"", ""API Design"", ""Java/Python"", ""Machine Learning"", ""Web Framework""]","About The Team OpenAI’s API Platform organization builds the products and infrastructure that help first-party and third-party developers build with OpenAI models. About The Role We’re looking for full stack and frontend engineers to help define and build the next generation of OpenAI’s developer experience. In this role, you’ll work across frontend product surfaces, backend systems, SDK and documentation pipelines, and API workflows that serve millions of developers and companies."
li_4428726352,linkedin,Software Engineer,Tyler Technologies,"[""Backend Development"", ""Java/Python"", ""Network Security"", ""SQL""]","Description As a Software Engineer, you will play a key role in building and evolving applications that support critical public sector systems across Nebraska. In this role, you’ll collaborate with a strong cross-functional team to design and deliver high-quality software solutions while contributing to the ongoing modernization of our platform. You will have the opportunity to influence technical direction, evaluate new technologies, and help shape how systems are designed and implemented."
li_4335838041,linkedin,Full Stack Developer,Cymertek Corporation,"[""AI Application"", ""Agile/Scrum"", ""Backend Development"", ""CI/CD"", ""Cybersecurity"", ""Java/Python"", ""SQL"", ""Web Framework""]","Some contracts give 4-5 years experience credit for a Bachelor's Degree. Some contracts give 2 years experience credit for a Master's Degree. Join a company where employees are treated like family, and your career is built to last."
li_4413280313,linkedin,Software Developer,Booz Allen Hamilton,"[""AI Application"", ""Agile/Scrum"", ""Java/Python""]","We’re looking for a software developer like you to develop efficient and effective software, from vision to production-ready system, in an exciting, agile environment. Candidate AI Usage Policy AI is a part of our daily work at Booz Allen, and we are committed to the responsible and ethical use of AI tools. Work Model Our people-first culture prioritizes the benefits of collaboration, whether it occurs in person or virtually."
li_4299098257,linkedin,Machine Learning Engineer,Skild AI,"[""Algorithm Design"", ""Data Structure"", ""Java/Python"", ""Machine Learning""]","Our team consists of individuals with varying levels of experience and backgrounds, from new graduates to domain experts. We are looking for passionate individuals who are eager to explore uncharted waters and contribute to our innovative projects. Position Overview We are looking for a Machine Learning Engineer to be responsible for designing and implementing cutting-edge reinforcement learning algorithms, conducting experiments, and optimizing these models to perform efficiently in real-world..."
li_4124855625,linkedin,Software Engineer,"Sedna Digital Solutions, LLC","[""Agile/Scrum"", ""CI/CD"", ""Classification"", ""Java/Python"", ""Linux Administration"", ""Version Control""]",Description Job Family: Software Engineer- Mid Level Position Type: Full Time Position Exempt/Non-Exempt Classification: Exempt Security Clearance Requirement: The candidate must be clearable to DoD Secret Level. Experience Level Mid-level with 3 – 6 years of experience. Subversion and/or GIT) Desired Qualifications - Experience with acoustic digital signal processing - Experience with telemetry interfaces
li_4417958974,linkedin,Cloud Web Developer - Mid,NALLEY CONSULTING,"[""API Design"", ""CI/CD"", ""Cryptography"", ""Dashboard & Reporting"", ""Machine Learning"", ""Web Framework""]","Join the Nalley Consulting team at Southcom HQ. Position: Cloud Web Developer LCAT: Mid Location: SOUTHCOM HQ, Doral, FL / Off-site Office: U.S. Desired Qualifications: - Desirable but not required certifications include AWS Certified Developer‚ Äì Associate or Microsoft Certified: Azure Developer Associate."
li_4419906654,linkedin,Software Engineer II,Reflexive Concepts,[],"Reflexive Concepts is seeking a skilled Software Engineer to join our team! Specifically, we are looking for a full-stack developer with knowledge of AWS architecture and Terraform."
li_4377869776,linkedin,Applied AI Engineer,Arcade,"[""AI Application"", ""Algorithm Design"", ""Java/Python"", ""Linux Administration"", ""Machine Learning""]","Our platform lets anyone design, purchase, and sell custom, manufacturable products using natural language and generative AI. Arcade is headquartered in San Francisco’s Presidio and led by serial entrepreneur Mariam Naficy (Minted, Eve), and a founding team with deep experience in generative AI, design systems, and supply chain. Overview Of Role We are seeking an Applied AI Engineer to join our growing team and help advance our generative AI capabilities."
li_4435270043,linkedin,Software Engineer (Fullstack),Counsel Health,"[""AI Application"", ""Machine Learning"", ""SQL"", ""Web Framework""]","Join us as we build the future of AI in healthcare! About The Role We're looking for a fullstack software engineer to help define the future of AI-powered, human-led healthcare. We choose clear, elegant solutions and avoid adding complexity that does not serve patients or the team. - Do fewer things, well."
li_4383899114,linkedin,Web Developer,The One 23 Group,"[""Cybersecurity"", ""Dashboard & Reporting"", ""Version Control""]","The position supports the development and sustainment of web-based dashboards and monitoring interfaces used by the operational stakeholders. This role contributes to the development, integration, and maintenance of monitoring tools and web interfaces supporting enterprise system management platforms. Responsibilities include designing and maintaining web applications, integrating monitoring tools into web-based dashboards, supporting application maintenance, and implementing software updates..."
li_4422204926,linkedin,Software Engineer 2,Avid Technology Professionals,"[""Java/Python"", ""Linux Administration""]","Experience with development in a Linux environment - Experience with Python and C++ Fourteen (14) years experience as a SWE in programs and contracts of similar scope, type, and complexity is required. Bachelor’s degree in Computer Science or related discipline from an accredited college or university is required. Four (4) years of additional SWE experience on projects with similar software processes may be substituted for a bachelor’s degree."
li_4429492328,linkedin,Applied AI Engineer,Humana,"[""AI Application"", ""Java/Python"", ""Machine Learning"", ""Requirements Engineering""]","The engineer will work assignments involve moderately complex to complex issues where the analysis of situations or data requires an in-depth evaluation of variable factors. The Applied AI Engineer collaborates with analytic and data teams to set goals, approaches, and work plans. To Ensure Home Or Hybrid Home/Office Employees’ Ability To Work Effectively, The Self-provided Internet Service Of Home Or Hybrid Home/Office Employees Must Meet The Following Criteria At minimum, a download speed of..."
li_4433176517,linkedin,Full-Stack Software Engineer,Quadric,"[""Java/Python"", ""Linux Administration"", ""Machine Learning"", ""Neural Network"", ""SQL"", ""Version Control""]","Role The Full-Stack Engineer is key to making the Quadric product and toolchain easily accessible and usable via a webplatform (also known as ""DevStudio""). This position requires exceptional technical depth, strong coding capabilities, and advanced troubleshooting skills to succesfuly build the webplaform around Quadric's toolchain and Product requirements. The actual base salary offered will depend on a number of factors, including the specific level of the role, years and depth of relevant..."
li_4346563384,linkedin,"Software Development Engineer - Chantilly, VA","ICR, Inc.","[""Agile/Scrum"", ""Design Pattern"", ""SDLC""]","Required Skills and Experience: - Bachelor’s degree in a STEM (science, technology, engineering, and math) field. - 3+ years of non-internship professional software development experience. - 2+ years of non-internship design or architecture (design patterns, reliability and scaling) of new and existing systems experience. - Experience programming with at least one software programming language. Desirable Skills and Experience: - Ability to obtain a Top Secret security clearance with SCI..."
li_4395460550,linkedin,Software Engineer,YouVersion,"[""API Design"", ""Backend Development"", ""Java/Python"", ""Web Framework""]","At YouVersion, we build technology that helps people around the world connect with God every day. This role will support the development, review, and testing of various YouVersion projects while providing ongoing technical support for software.&nbsp; YouVersion was created by the local church in 2007 and remains a ministry of Life.Church today. An essential function within every position held by a staff member or intern at Life.Church is to uphold and represent the beliefs of..."
li_4433111389,linkedin,Software Engineer,"Moseley Technical Services, Inc.","[""Agile/Scrum"", ""Algorithm Design"", ""Java/Python"", ""Linux Administration"", ""Memory Management"", ""Version Control"", ""WBS & Scheduling""]","Experience in C++ software development, automated testing, real-time systems, large-scale data processing, containerized applications, and software lifecycle execution while supporting mission-critical DoD programs and classified environments highly preferred. This designation underscores our ongoing commitment to fostering a workplace culture that supports working parents and their families."
li_4422152411,linkedin,AI/ML Engineer,"Torch Technologies, Inc.","[""AI Application"", ""Algorithm Design"", ""Dashboard & Reporting"", ""Java/Python"", ""Machine Learning""]","Torch Technologies is seeking a highly analytical and mathematically minded Artificial Intelligence/Machine Learning (AI/ML) Engineer to join our AI/ML team. The candidate will support the Missile Defense Agency’s (MDA) Ground Test scenario design team. Our team is comprised of scenario design engineers, software developers, sys admins, and the AI/ML team."
li_4318504489,linkedin,AI Engineer,Zyphra,"[""AI Application"", ""Java/Python"", ""Machine Learning"", ""Security Audit""]","Zyphra is an artificial intelligence company based in San Francisco, California. The Role: As a AI Engineer, you will be a core contributor to Zyphra’s Agentic Systems and Interaction projects. You will be at the forefront of building a next-generation desktop and browser-based agent that can autonomously navigate the web, interact with filesystems, and complete complex user tasks."
li_4398066516,linkedin,AI/ML Engineer,Artemis Security,"[""AI Application"", ""Classification"", ""Cybersecurity"", ""Machine Learning""]","We’re building a new, large-scale, AI-native data platform from the ground up – and we’re looking for exceptional AI/ML Engineers to help shape and build it. You will have autonomy to drive projects and support to grow.If you are passionate about building resilient distributed systems and want to apply your expertise to defend against AI‑powered adversaries, we’d love to hear from you. If you are passionate about cybersecurity and want to apply your expertise to build AI-powered defenses..."
li_4414671888,linkedin,Full Stack Software Engineer,Vantor,"[""Agile/Scrum"", ""Backend Development"", ""Java/Python"", ""TCP/IP Protocol"", ""Version Control"", ""WBS & Scheduling"", ""Web Framework"", ""Web Services""]","To be eligible for this position, you must be a U.S. You can find more information on our benefits at: https://www.Vantor.com/careers The application window is three days from the date the job is posted and will remain posted until a qualified candidate has been identified for hire. If the job is reposted regardless of reason, it will remain posted three days from the date the job is reposted and will remain reposted until a qualified candidate has been identified for hire."
li_4433314029,linkedin,Computer Vision Engineer,Harrison Clarke,"[""AI Application"", ""Machine Learning"", ""Process Optimization""]","We're partnering with a well-funded early-stage AI startup looking to hire a Computer Vision Engineer to help build next-generation multimodal machine learning systems. This is an opportunity to join a small, highly technical team where engineers have significant ownership over both the research and production lifecycle of the models they build. This role is ideal for someone who enjoys taking models from experimentation through deployment, working across data, infrastructure, training,..."
li_4341373706,linkedin,Full Stack Software Engineer - (Nikka),Lever Middleware Test Company,"[""Agile/Scrum"", ""Algorithm Design""]","As a Software Engineer, you’ll help us build out our core product by developing high-impact, user-facing features. In our growing engineering organization, you’ll be developing and shipping new features and updates to Lever’s product. You’ll be learning about our real-time web stack UI frameworks that help us deliver a beautiful and high quality solution to our customers."
li_4424797746,linkedin,ML Engineer,Weyerhaeuser,"[""AI Application"", ""CI/CD"", ""Cybersecurity"", ""ETL Process"", ""Java/Python"", ""Machine Learning"", ""Process Optimization"", ""Requirements Engineering"", ""SAP/Oracle"", ""SQL"", ""Version Control"", ""Web Services""]","Primary Responsibilities Develop Machine Learning Models Design, build, and optimize machine learning models, including feature engineering, model selection, training, and validation across multiple AI use cases. Experience 6-8 years of experience building and supporting production machine learning systems, data platforms, or cloud-native software services in enterprise environments. ML & Model Development Hands-on experience with end-to-end machine learning lifecycle, including feature..."
li_4434056494,linkedin,AI/ML Engineer,Parsons Corporation,"[""AI Application"", ""CI/CD"", ""Java/Python"", ""Machine Learning"", ""Performance Measurement"", ""Predictive Modeling""]","Job Description Parsons is looking for an amazingly talented AI/ML Engineer to join our team! In this role you will get to design, develop, deploy, and maintain Artificial Intelligence (AI) and Machine Learning (ML) solutions that support business, operational, and customer-facing products and services. This position is part of our Federal Solutions team."
li_4371582171,linkedin,"Sr. Engineer, AI & ML",CarMax,"[""AI Application"", ""Agile/Scrum"", ""Algorithm Design"", ""CI/CD"", ""Java/Python"", ""Machine Learning"", ""OOP Principles"", ""Web Services""]","As a member of the GenAI team, you will have a direct impact on improving the performance of our business through machine learning and Generative AI system implementations that drive CarMax’s iconic omni-channel customer experience. The Senior Engineer in the Data Science and Machine Learning Engineering team at CarMax will be responsible for in providing reliable and scalable machine-learning capabilities across the organization. The ideal candidate will have the substantial experience in..."
li_4430015473,linkedin,Machine Learning Engineer,Robert Half,"[""Change Management"", ""Classification"", ""Cybersecurity"", ""Digital Transformation"", ""Machine Learning"", ""Process Optimization""]","TITLE: AI & SIX SIGMA LEAD FOCUS: MACHINE LEARNING, MLOps, SIX SIGMA HIRING IN FREDERICK, MD; JOPLIN, MO; TUSCALOOSA, AL - FULLY ON-SITE We are seeking a hands-on AI & Six Sigma Lead to drive measurable business impact by combining Six Sigma rigor with advanced AI/ML, analytics, and automation. This role will lead high-impact initiatives across manufacturing and corporate functions, improving safety, quality, throughput, cost, and reliability. You’ll act as both a technical leader and change..."
li_4364188305,linkedin,Full-Stack Software Engineer,Veryfi,"[""Backend Development"", ""Java/Python"", ""Web Framework""]","About The Role We're seeking a Full-Stack Software Engineer to work on the Veryfi APIs and Portal (https://app.veryfi.com/). As your experience, thirst and skills develop supporting a customer facing product, you will also have the opportunity to work on bleeding edge AI skunk works projects. This role is specific for local talent which we like to meet in person. - Apply here via Work at YC Startup so we have a record of you in our HR system."
li_4299365920,linkedin,"Software Engineer, Growth",Beam,"[""AI Application""]","Beam helps developers build and run AI and LLM applications on serverless GPUs, without managing infrastructure. And we have a thriving community of developers using our platform to build state-of-the-art apps with AI. Build and launch mini apps and demos that show what our product can be used for - Create Technical Assets."
li_4410556994,linkedin,Software Development Engineer,Amazon Web Services (AWS),"[""AI Application"", ""Design Pattern"", ""Java/Python"", ""Machine Learning"", ""Process Optimization"", ""Requirements Engineering"", ""Web Services""]","Description Amazon Web Services (AWS) is building a central pipeline of Software Development Engineer (SDE) talent for anticipated roles in 2026. Los Angeles County applicants: Job duties for this position include: work safely and cooperatively with other employees, supervisors, and staff; adhere to standards of excellence despite stressful conditions; communicate effectively and respectfully with employees, supervisors, and staff to ensure exceptional customer service; and follow all federal,..."
li_4431285763,linkedin,"Software Engineer II, Backend (Reliability Platform)",Affirm,"[""Java/Python""]","We’re looking for a Software Engineer to design and build a next-generation reliability platform for Affirm’s production systems. Affirmers in proximal roles have the flexibility to work remotely, but will occasionally be required to work out of their assigned Affirm office. A limited number of roles remain office-based due to the nature of their job responsibilities."
li_4429773763,linkedin,"Software Development Engineer III, Popeyes",Popeyes Louisiana Kitchen,"[""API Design"", ""Backend Development"", ""CI/CD"", ""Process Optimization"", ""Version Control"", ""Web Framework""]","RBI owns four of the world's most prominent and iconic quick service restaurant brands – TIM HORTONS®, BURGER KING®, POPEYES®, and FIREHOUSE SUBS®. At Restaurant Brands International (RBI), we recognize that exceptional digital experiences significantly influence our guests’ decisions. RBI follows a 5 day, in-office work schedule to support collaboration."
li_4424260374,linkedin,Game Developer 002,GSOBA,[],"Join our team and help shape the future of our industry. In this role you will design, develop, and maintain systems that serve millions of users worldwide. You will collaborate with engineering, product, and design teams to deliver high-quality solutions."
li_4405898630,linkedin,"Software Development Engineer II, FaST (Fashion Subsidiary Tech)",Zappos,"[""Design Pattern"", ""SDLC""]","Description The FaST (Fashion Subsidiary Tech) CS-Tech team owns Customer Service support, tooling, automation, and Fraud & Abuse prevention charters for our online fashion retailers, Shopbop and Zappos. On the CS-Tech team, you’ll get to build critical services, multi AI agentic workflows that impact every Shopbop and Zappos customer, and the Customer Service Agents. We’re looking for a new teammate who is enthusiastic, empathetic, curious, motivated, reliable, and able to work effectively..."
li_4426688928,linkedin,Software Engineer,Temu,"[""Java/Python""]","About us Temu is seeking a highly motivated and experienced Software Engineer to join our team. In this role, you will have the opportunity to work with a team of driven individuals dedicated to making a difference in the industry. We encourage all qualified individuals to apply and join our team."
li_4386521138,linkedin,"Software Engineers - Huntsville, AL",In-Depth Engineering Corporation,"[""Java/Python"", ""Linux Administration"", ""OOP Principles""]","The work is performed on-site at our customer site in Huntsville, AL. Work schedule - Flex 4/10 Schedule or Flex 9/80 w/every other Friday off - or a straight 5/8. Qualified candidates must have an active DoD Secret Level Security Clearance."
li_4395972720,linkedin,"Software Engineer, Cross Platform",ByteDance,"[""Web Framework""]","Preferred qualifications: - Advanced degree in Computer Science, Electrical Engineering or related technical field. - Development experience with Rust toolkit development such as SWC, lightning CSS, Rspack and etc About Us Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, including TikTok, Lemon8, CapCut and Pico as well as platforms specific to the China market, including Toutiao, Douyin, and Xigua, ByteDance has made it..."
li_4428163949,linkedin,Software Engineer,Liberty Mutual Insurance,"[""Agile/Scrum"", ""Backend Development"", ""CI/CD"", ""System Architecture"", ""Web Framework""]","Candidates who will require future sponsorship, including candidates on CPT/OPT/STEMOPT who will require future sponsorship, are not eligible to apply. ** Looking for a Software Engineer to join a fast-paced but fun environment solving business problems and driving direct outcomes thought innovative solutions that exceed customer expectations. Responsibilities Collaborative partner: Work side-by-side with business colleagues and interact with customers to address technical challenges and ensure..."
li_4432000441,linkedin,Software Engineer,Belay Technologies,"[""Agile/Scrum"", ""Java/Python"", ""SQL"", ""Version Control"", ""WBS & Scheduling"", ""Web Services""]","Belay Technologies is seeking a Software Engineer with technical experience to join our intel team. Belay Technologies specializes in systems automation and full stack development. Belay Technologies provides leading technology and engineering solutions to the DoD, as well as state-of-the-art commercial products."
li_4431136727,linkedin,Full-Stack Software Engineer (Backend-Leaning),Collate,"[""AI Application"", ""Java/Python"", ""Machine Learning"", ""SQL"", ""Web Framework""]","We’re an elite team, with $125M in funding from top investors (Redpoint, First Round Capital, CRV, Conviction, Y Combinator) and leaders in healthcare and AI. About The Role We’re looking for a Full-Stack Engineer (Backend-leaning) to design and build the systems and user-facing features that power Collate. Learning: Collaborate with a uniquely interdisciplinary team—AI researchers, healthcare leaders, and experienced startup builders."
li_4389525392,linkedin,AI/ML Engineer,Rulebase (YC F24),"[""Java/Python"", ""Machine Learning"", ""Neural Network""]","It is the speed at which we iterate, deploy, and learn directly from live environments. - You will lead ML/AI strategy at the intersection of cutting-edge research and real-world deployment in regulated industries. What We’re Looking For - Deep expertise in ML and AI, especially NLP, anomaly detection and representation learning for unstructured text and audio. - Strong coding background in Ruby or Python, with experience in data pipelines, AWS or GCP infrastructure, and orchestration..."
li_4426669408,linkedin,Software Developer,Zekiah Technologies,"[""Agile/Scrum"", ""Java/Python"", ""Linux Administration"", ""SDLC"", ""Web Services""]","Each team member has opportunities to take on responsibilities according to their experience level and professional growth goals. Our staff mentors one another in their areas of expertise, continuously enhancing the synergistic capabilities of the team. This position supports an established contract developing mission-critical operations."
li_4422470329,linkedin,Senior Software Engineer,Clayton,"[""Agile/Scrum"", ""CI/CD"", ""Requirements Engineering"", ""SDLC"", ""Software Testing"", ""WBS & Scheduling"", ""Web Framework""]","You will apply your skills in Software Development to help the team produce quality, on-time deliverables and apply root cause analysis to track down story bugs and production issues. Additionally, you will work directly with Team Leads, Business Users, Product Owners, Functional Analysts and other Engineers to build new projects and support existing applications. About The Team As part of Retail Technology’s Core Systems team, you’ll work on the applications that keep key areas of the business..."
li_4339046454,linkedin,Software Engineer,Maxima,"[""Web Framework""]","Role Overview: As a software engineer at Maxima, you’ll work on building and improving core parts of our product, with a primary focus on either backend or frontend development. Backend-focused engineers will work on systems that handle high-volume financial data, accounting workflows, and the infrastructure that powers our agentic AI platform. Frontend-focused engineers will build intuitive, reliable user experiences for complex enterprise workflows, working closely with product and design."
li_4434632929,linkedin,"Machine Learning and Generative AI Engineer, Digital Transformation",Harvard Business School,"[""AI Application"", ""CI/CD"", ""Digital Transformation"", ""ETL Process"", ""Java/Python"", ""Linux Administration"", ""Machine Learning"", ""Neural Network"", ""SQL"", ""Software Testing""]","Company Description By working at Harvard University, you join a vibrant community that advances Harvard's world-changing mission in meaningful ways, inspires innovation and collaboration, and builds skills and expertise. Job Description Be a pioneer in business, education, and global impact by joining the Harvard Business School Digital Transformation team - a “startup with assets,” where you will have the chance to deploy cutting-edge digital and emerging-technology education solutions. Work..."
li_4436340653,linkedin,Generative AI Engineer,Covetus,"[""AI Application"", ""CI/CD"", ""Clustering"", ""Java/Python"", ""Machine Learning"", ""Neural Network"", ""SQL""]","2 Collaborate with engineers, researchers, and product managers to understand business needs and translate them into technical specifications for AI models. 3 Gather, clean, and prepare data for training and evaluating sophisticated AI models, ensuring data quality and ethical considerations. 4 Explore and implement state-of-the-art AI techniques, including deep learning, natural language processing, and computer vision, tailored to specific needs 5 Evaluate and compare different AI model..."
li_4416579708,linkedin,"Systems Software Engineer (I, II or III)",Chelan County PUD,[],"## **LIVE, WORK AND PLAY!** Chelan County PUD is located in central Washington State at the confluence of the Columbia and Wenatchee Rivers. Wenatchee, home to Chelan PUD, is a recreational paradise, recognized by Forbes as a top place to retire. This position in in-office and requires residence within a reasonable recruiting distance to our Wenatchee, WA office."
li_4413774666,linkedin,Machine Learning Infra Engineer,Reducto,"[""Financial Reporting"", ""Java/Python"", ""Machine Learning""]","About Reducto Reducto is the agentic document platform for leading AI teams who demand enterprise performance at scale. The Opportunity As an ML Infra Engineer, you’ll play a key role in building the inference and training frameworks that make it possible to deliver results at scale. This is a high-impact role where you’ll help define what high performance ML training and inference look like at Reducto."
li_4423649749,linkedin,Machine Learning Performance Engineer,Optiver,"[""Java/Python"", ""Linux Administration"", ""Machine Learning"", ""Process Optimization""]","Optiver is a seeking a Machine Learning Performance Engineer to join our team, focusing on a pivotal AI initiative. This role would offer the opportunity to have significant impact across Machine Learning infrastructure, training, and inference challenges to advance our futures trading strategies. Motivated by a passion for continuous improvement, you’ll thrive in a supportive, high-performing environment alongside talented colleagues, collectively tackling some of the toughest challenges in..."
li_4404752343,linkedin,Machine Learning/AI Engineer,Rivian,"[""Algorithm Design"", ""Cybersecurity"", ""Java/Python"", ""Machine Learning""]","This goes for the emissions-free Electric Adventure Vehicles we build, and the curious, courageous souls we seek to attract. You will focus on researching state of the art perception models and develop optimization pipelines for the quantized versions of these models customized to provide real-time performance and energy efficiency on next-generation autonomy hardware. You can apply for this role through careers.rivian.com (or through internal-careers-rivian.icims.com if you are a current..."
li_4386558391,linkedin,ML Ops Engineer,Raft,"[""ETL Process"", ""Java/Python"", ""Machine Learning"", ""Version Control""]","Our Vision Statement:&nbsp; We bridge the gap between humans and data through radical transparency and our obsession with&nbsp;the&nbsp;mission.&nbsp; Our Customer Obsession:&nbsp; We will approach every deliverable like it's a product. And, if we are successful, our generation and the ones that follow us will live in a delightful, efficient, and accessible world where out-of-box thinking,&nbsp;and collaboration is a norm.&nbsp; Raft’s core philosophy is&nbsp;Ubuntu: I&nbsp;Am, Because&nbsp;We..."
li_4435210925,linkedin,AI/ML Engineer,Altamira Technologies Corporation,"[""CI/CD"", ""Java/Python"", ""Machine Learning""]","Headquartered in McLean, Virginia, Altamira serves the defense, intelligence and homeland security communities by focusing on creating innovative solutions leveraging common standards in architecture, data and security. Position Overview Altamira is seeking an AI/ML Engineer to support the design, development, and deployment of AI/ML products within secure, mission-critical environments. The ideal candidate brings hands-on experience developing AI/ML applications, working with business /..."
li_4424671726,linkedin,Software Engineer II,Sharp Hue,"[""API Design"", ""Java/Python"", ""Requirements Engineering"", ""SQL"", ""Version Control""]","At Sharp Hue, AI is not a side project. What we add is real client work, a consulting operating model, and a small team that moves fast and teaches generously where it counts. You will work alongside senior practitioners who will give you real responsibility from day one and real feedback throughout."
li_4431397001,linkedin,Machine Learning Engineer,CVS Health,"[""AI Application"", ""Agile/Scrum"", ""Algorithm Design"", ""Backend Development"", ""CI/CD"", ""Data Modeling"", ""Java/Python"", ""Machine Learning"", ""Performance Measurement"", ""Predictive Modeling"", ""SDLC"", ""SQL"", ""Software Testing"", ""Version Control"", ""Web Services""]","We’re building a world of health around every individual — shaping a more connected, convenient and compassionate health experience. Position Summary: Aetna Resources, LLC., a CVS Health company, is hiring for the following role in Irving, TX: Machine Learning Engineer to build, deploy, and monitor artificial intelligence (AI)/machine learning (ML) models to automate processes and transform data into meaningful information. Number of paid holidays, sick time and other time off are provided..."
li_4405469218,linkedin,"Software Development Engineer, PreStart Domain",Amazon,"[""Design Pattern"", ""Java/Python"", ""OOP Principles"", ""SDLC"", ""System Architecture"", ""Web Services""]","The Joining Amazon Technology team is building innovative solutions to revolutionize the way we onboard 2.8 million Amazon new workers a year in over 60 countries. Our software uses Amazon Web Services to intelligently work through the complexity of country and role differences, and ensure new hires start successfully on Day 1 with delightful onboarding experiences. The Prestart Domain team is the core of the end to end Joining Amazon experience, responsible for 100% global hiring traffic from..."
li_4436331999,linkedin,Gen AI Engineer,Covetus,"[""AI Application"", ""CI/CD"", ""Clustering"", ""Java/Python"", ""Machine Learning"", ""Neural Network"", ""SQL""]","2 Collaborate with engineers, researchers, and product managers to understand business needs and translate them into technical specifications for AI models. 3 Gather, clean, and prepare data for training and evaluating sophisticated AI models, ensuring data quality and ethical considerations. 4 Explore and implement state-of-the-art AI techniques, including deep learning, natural language processing, and computer vision, tailored to specific needs 5 Evaluate and compare different AI model..."
li_4420973678,linkedin,Open-Source Machine Learning Engineer - US Remote,Hugging Face,"[""AI Application"", ""Java/Python"", ""Machine Learning"", ""Version Control""]","Our open-source libraries have more than 700,000 stars on Github.About the Role As an Open-Source Machine Learning Engineer, you'll work to improve the open-source machine learning ecosystem. You'll work with researchers, ML practitioners, and data scientists every day through GitHub, our forums, and Slack.About You You have a public track record of open-source work, and you enjoy collaborating with a community out in the open on GitHub. Requirements Please provide a cover letter mentioning why..."
li_4380883663,linkedin,AI Engineer,Airwallex,"[""Java/Python"", ""Machine Learning"", ""Workflow Design""]","Here, you’ll tackle complex, high‑visibility problems with exceptional teammates and grow your career as we build the future of global banking. About The Team This team is building production AI that eliminates financial busywork for startups globally. About The Role You’ll be a core builder in our AI team, designing and deploying intelligent systems that automate complex, multi-step workflows."
li_4318518077,linkedin,"Software Engineer, API Platform",Convex,"[""API Design"", ""OLAP"", ""Web Framework""]",The Role: Convex is a backend platform but our key differentiator is an excellent client API and developer experience. The candidate doesn’t need to be excellent yet but they need to have an appreciation that it requires a lifetime of dedication. Live-site experience brings an appreciation of how hard it is to keep a service running at all times and how important it is to build simple well-abstracted systems that are less likely to fail.
li_4249313773,linkedin,Forward-Deployed Software Engineer,Artifact,"[""Java/Python"", ""System Architecture"", ""Web Framework""]","As a forward-deployed software engineer at Artifact, you'll be the bridge between our core engineering team and the world's most advanced hardware companies. You'll work side-by-side with customers to understand their engineering needs, build tailored solutions, and ensure Artifact integrates into their workflows."
li_4433708125,linkedin,Software Engineer,Albert Bow,"[""Dashboard & Reporting"", ""SQL"", ""Web Framework""]","We're working with a private equity-backed SaaS company building the operating system for GP side fund administration, portfolio analytics, and trust & reconciliation. The Role You'll join the Ops & Partner pod, building the workflows GPs and fund admins rely on daily capital calls, distributions, partner reporting, reconciliation. What Matters Most - PE / private capital / fund admin domain experience - Senior+ shipping discipline you've owned production systems, made the tradeoffs, lived with..."
